category,parent,chart_name,chart_url
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Correlations,Bitcoin Correlation to Tradfi Assets (30-day),https://charts.checkonchain.com/btconchain/tradfi/correlations_btc_30/correlations_btc_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Correlations,Bitcoin Correlation to Tradfi Assets (90-day),https://charts.checkonchain.com/btconchain/tradfi/correlations_btc_90/correlations_btc_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Correlations,Bitcoin Correlation to Tradfi Assets (365-day),https://charts.checkonchain.com/btconchain/tradfi/correlations_btc_365/correlations_btc_365_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Aggregate Supply,Aggregate Stablecoin Supply,https://charts.checkonchain.com/btconchain/stablecoins/stablecoin_dominance_supply_0/stablecoin_dominance_supply_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Aggregate Supply,Stablecoin Supply Dominance,https://charts.checkonchain.com/btconchain/stablecoins/stablecoin_dominance_supply_1/stablecoin_dominance_supply_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Net Position Change,Stablecoin Net Position Change,https://charts.checkonchain.com/btconchain/stablecoins/stablecoin_netposchange_30/stablecoin_netposchange_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Net Position Change,Capital Rotation Net Position Change,https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_netposchange/capitalrotation_netposchange_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transaction Dominance,Stablecoin Transaction Counts,https://charts.checkonchain.com/btconchain/stablecoins/stablecoin_dominance_txcnt_0/stablecoin_dominance_txcnt_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transaction Dominance,Stablecoin Transaction Count Dominance,https://charts.checkonchain.com/btconchain/stablecoins/stablecoin_dominance_txcnt_1/stablecoin_dominance_txcnt_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Stablecoin Supply Ratio,Stablecoin Supply Ratio (SSR),https://charts.checkonchain.com/btconchain/stablecoins/stablecoins_ssr/stablecoins_ssr_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Stablecoin Supply Ratio,Stablecoin Supply Ratio Oscillator,https://charts.checkonchain.com/btconchain/stablecoins/stablecoins_ssr_oscillator/stablecoins_ssr_oscillator_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Stablecoin Supply Ratio,Stablecoin Ratio Channel,https://charts.checkonchain.com/btconchain/stablecoins/stablecoins_ssr_channel/stablecoins_ssr_channel_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Price Performance,Gold Mayer Multiple,https://charts.checkonchain.com/btconchain/tradfi/gold_mayermultiple/gold_mayermultiple_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Price Performance,Gold Market Correction Profile,https://charts.checkonchain.com/btconchain/tradfi/gold_drawdowns_bull/gold_drawdowns_bull_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Price Performance,Asset Class Relative Strength Since 2020-01-01,https://charts.checkonchain.com/btconchain/tradfi/relativestrength/relativestrength_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Relative Performance,"Gold, 10y Yields & The US Dollar",https://charts.checkonchain.com/btconchain/tradfi/gold_yields_dxy/gold_yields_dxy_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Relative Performance,SPX Priced in Gold,https://charts.checkonchain.com/btconchain/tradfi/gold_priced_spx/gold_priced_spx_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Relative Performance,Gold Relative Strength Since 2022-02-01,https://charts.checkonchain.com/btconchain/tradfi/goldstrength/goldstrength_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold Relative Performance,Fiat Currencies Priced in Gold Since 2022-02-01,https://charts.checkonchain.com/btconchain/tradfi/forexpricedingold/forexpricedingold_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold ETF Holdings,Gold ETF Holdings,https://charts.checkonchain.com/btconchain/tradfi/gold_etfs_0/gold_etfs_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold ETF Holdings,YoY Gold ETF Change,https://charts.checkonchain.com/btconchain/tradfi/gold_etfs_1/gold_etfs_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold ETF Holdings,Gold Cumulative Reserve Change by Region (Since 2002),https://charts.checkonchain.com/btconchain/tradfi/gold_regional_0/gold_regional_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Gold ETF Holdings,Gold YoY Reserve Change by Region (Since 2002),https://charts.checkonchain.com/btconchain/tradfi/gold_regional_1/gold_regional_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,SPX Consecutive Days Without a Drawdown (From ATH),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/spx_0/spx_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,SPX Consecutive Days Without a Drawdown (30-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/spx_30/spx_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,SPX Consecutive Days Without a Drawdown (90-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/spx_90/spx_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,NDQ Consecutive Days Without a Drawdown (From ATH),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/ndq_0/ndq_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,NDQ Consecutive Days Without a Drawdown (30-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/ndq_30/ndq_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,NDQ Consecutive Days Without a Drawdown (90-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/ndq_90/ndq_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,GOLD Consecutive Days Without a Drawdown (From ATH),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/gold_0/gold_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,GOLD Consecutive Days Without a Drawdown (30-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/gold_30/gold_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Without a Drawdown,GOLD Consecutive Days Without a Drawdown (90-day window),https://charts.checkonchain.com/btconchain/tradfi/consecutivedays_drawdown/gold_90/gold_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin vs Mag-7: Price Performance Since 2020-01-01,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_mag7_price_sincedate_2020-01-01/tradfi_btc_vs_mag7_price_sincedate_2020-01-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin vs Mag-7: Yearly Price Performance,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_mag7_price_byyear/tradfi_btc_vs_mag7_price_byyear_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin vs Mag-7: Realised Volatility (90-day),https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_mag7_volatility90/tradfi_btc_vs_mag7_volatility90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin vs Mag-7: Sortino Ratio (5.0-year),https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_mag7_sortino1825/tradfi_btc_vs_mag7_sortino1825_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin Relative Drawdowns from ATH,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs tradfi_drawdown_0/tradfi_btc_vs tradfi_drawdown_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Bitcoin Relative Drawdowns Over Last 365-days,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs tradfi_drawdown_365/tradfi_btc_vs tradfi_drawdown_365_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Comparative Rolling Performance Over Last 90-days,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_tradfi_rollingperformance90/tradfi_btc_vs_tradfi_rollingperformance90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bitcoin Performance vs The Mag 7,Comparative Rolling Performance Over Last 365-days,https://charts.checkonchain.com/btconchain/tradfi/tradfi_btc_vs_tradfi_rollingperformance365/tradfi_btc_vs_tradfi_rollingperformance365_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Global Liquidity and Money Supply,US Government Surplus/Deficit,https://charts.checkonchain.com/macroeconomic/macro/usgov_balancesheet/usgov_balancesheet_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Global Liquidity and Money Supply,US Debt to GDP Ratio,https://charts.checkonchain.com/macroeconomic/macro/usdebt_to_gdp/usdebt_to_gdp_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Global Liquidity and Money Supply,US Net Liquidity,https://charts.checkonchain.com/macroeconomic/macro/usliquidity_0/usliquidity_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Global Liquidity and Money Supply,US Net Liquidity Change (30-day),https://charts.checkonchain.com/macroeconomic/macro/usliquidity_1_30/usliquidity_1_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Global Liquidity and Money Supply,US Net Liquidity Change (90-day),https://charts.checkonchain.com/macroeconomic/macro/usliquidity_1_90/usliquidity_1_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,US Treasury Yields (Nominal),https://charts.checkonchain.com/macroeconomic/macro/ustreasury_yields/ustreasury_yields_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,US Treasury Yield Curve Inversion (vs FEDFUNDS),https://charts.checkonchain.com/macroeconomic/macro/ustreasury_yields_inversion/ustreasury_yields_inversion_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,US Treasury Yield Curve,https://charts.checkonchain.com/macroeconomic/macro/ustreasury_yield_curve/ustreasury_yield_curve_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,Asset Class Relative Strength Since 2020-01-01,https://charts.checkonchain.com/btconchain/tradfi/relativestrength/relativestrength_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,Exchange Rates vs USD Since 2020-01-01,https://charts.checkonchain.com/btconchain/tradfi/forexpricedinusd/forexpricedinusd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,US Economics,US Dollar Strength,https://charts.checkonchain.com/btconchain/tradfi/usdollarstrength/usdollarstrength_light.html
