category,parent,chart_name,chart_url
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Unrealised Profit/Loss,Long-Term Holder Percent Unrealised Profit,https://charts.checkonchain.com/btconchain/unrealised/pctunrealisedprofit_lth/pctunrealisedprofit_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Profit and Loss [USD],https://charts.checkonchain.com/btconchain/realised/realisedpnl_0/realisedpnl_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Profit and Loss [BTC],https://charts.checkonchain.com/btconchain/realised/realisedpnl_1/realisedpnl_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Profit and Loss [BTC],https://charts.checkonchain.com/btconchain/realised/realisedpnl_2/realisedpnl_2_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Loss by Cohort [BTC],https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_0/realisedpnl_bycohort_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Profit by Cohort [BTC],https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_1/realisedpnl_bycohort_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Realised Profit and Loss by Cohort [BTC],https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_2/realisedpnl_bycohort_2_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Bitcoin Realised Profit/Loss,https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_bands/realisedpnl_bycohort_bands_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Short Term Holder Bitcoin Realised Profit/Loss,https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_bands_sth/realisedpnl_bycohort_bands_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realised Profit and Loss,Long Term Holder Bitcoin Realised Profit/Loss,https://charts.checkonchain.com/btconchain/realised/realisedpnl_bycohort_bands_lth/realisedpnl_bycohort_bands_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,P/L Ratio,Realised Profit/Loss Ratio,https://charts.checkonchain.com/btconchain/realised/realisedpnl_ratio_all/realisedpnl_ratio_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,P/L Ratio,Short-Term Holder Realised Profit/Loss Ratio,https://charts.checkonchain.com/btconchain/realised/realisedpnl_ratio_sth/realisedpnl_ratio_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,P/L Ratio,Long-Term Holder Realised Profit/Loss Ratio,https://charts.checkonchain.com/btconchain/realised/realisedpnl_ratio_lth/realisedpnl_ratio_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MVRV Gradient Oscillators,MVRV Gradient Oscillator 30-day,https://charts.checkonchain.com/btconchain/unrealised/mvrv_gradient_30/mvrv_gradient_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MVRV Gradient Oscillators,MVRV Gradient Oscillator 90-day,https://charts.checkonchain.com/btconchain/unrealised/mvrv_gradient_90/mvrv_gradient_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MVRV Gradient Oscillators,MVRV Gradient Oscillator 180-day,https://charts.checkonchain.com/btconchain/unrealised/mvrv_gradient_180/mvrv_gradient_180_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MVRV Gradient Oscillators,MVRV Gradient Oscillator 360-day,https://charts.checkonchain.com/btconchain/unrealised/mvrv_gradient_360/mvrv_gradient_360_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MVRV Gradient Oscillators,MVRV Gradient Oscillator Signal,https://charts.checkonchain.com/btconchain/unrealised/mvrv_gradient_all/mvrv_gradient_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,AVIV Gradient Oscillators,AVIV Gradient Oscillator 30-day,https://charts.checkonchain.com/btconchain/unrealised/aviv_gradient_30/aviv_gradient_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,AVIV Gradient Oscillators,AVIV Gradient Oscillator 90-day,https://charts.checkonchain.com/btconchain/unrealised/aviv_gradient_90/aviv_gradient_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,AVIV Gradient Oscillators,AVIV Gradient Oscillator 180-day,https://charts.checkonchain.com/btconchain/unrealised/aviv_gradient_180/aviv_gradient_180_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,AVIV Gradient Oscillators,AVIV Gradient Oscillator 360-day,https://charts.checkonchain.com/btconchain/unrealised/aviv_gradient_360/aviv_gradient_360_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,AVIV Gradient Oscillators,AVIV Gradient Oscillator Signal,https://charts.checkonchain.com/btconchain/unrealised/aviv_gradient_all/aviv_gradient_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,Realised Profit/Loss Momentum,https://charts.checkonchain.com/btconchain/realised/signal_realisedpnl_momentum_all/signal_realisedpnl_momentum_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,Short-Term Holder Realised Profit/Loss Momentum,https://charts.checkonchain.com/btconchain/realised/signal_realisedpnl_momentum_sth/signal_realisedpnl_momentum_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,Long-Term Holder Realised Profit/Loss Momentum,https://charts.checkonchain.com/btconchain/realised/signal_realisedpnl_momentum_lth/signal_realisedpnl_momentum_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,MVRV Ratio Momentum,https://charts.checkonchain.com/btconchain/unrealised/mvrv_momentum/mvrv_momentum_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,Short-Term Holder MVRV Ratio Momentum,https://charts.checkonchain.com/btconchain/unrealised/mvrv_momentum_sth/mvrv_momentum_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profit/Loss Momentum Signals,Long-Term Holder MVRV Ratio Momentum,https://charts.checkonchain.com/btconchain/unrealised/mvrv_momentum_lth/mvrv_momentum_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Cycle Percent Supply in Profit,https://charts.checkonchain.com/btconchain/unrealised/topheavy_drawdowns_bull_pctsupplyinprofit/topheavy_drawdowns_bull_pctsupplyinprofit_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Top Heavy Markets: Short-Term Holder Supply in Loss,https://charts.checkonchain.com/btconchain/unrealised/topheavy_supplyinloss_sth/topheavy_supplyinloss_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Top Heavy Markets: Percent Long-Term Holder Supply in Loss,https://charts.checkonchain.com/btconchain/unrealised/topheavy_supplyinloss_lth/topheavy_supplyinloss_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Total Wealth Held in Loss,https://charts.checkonchain.com/btconchain/unrealised/topheavy_unrealisedloss/topheavy_unrealisedloss_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Short-Term Holder Wealth Held in Loss,https://charts.checkonchain.com/btconchain/unrealised/topheavy_unrealisedloss_sth/topheavy_unrealisedloss_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Tracking Top Heavy Markets,Long-Term Holder Wealth Held in Loss,https://charts.checkonchain.com/btconchain/unrealised/topheavy_unrealisedloss_lth/topheavy_unrealisedloss_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,LTH and STH Supply in Profit/Loss,Supply Held in Profit/Loss by Cohort,https://charts.checkonchain.com/btconchain/supply/breakdown_lthsth_pnl_0/breakdown_lthsth_pnl_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,LTH and STH Supply in Profit/Loss,Relative Supply Held in Profit/Loss by Cohort,https://charts.checkonchain.com/btconchain/supply/breakdown_lthsth_pnl_1/breakdown_lthsth_pnl_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply in Profit and Loss,Percent Supply in Profit,https://charts.checkonchain.com/btconchain/unrealised/pctsupplyinprofit_all/pctsupplyinprofit_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply in Profit and Loss,Short-Term Holder Percent Supply in Profit,https://charts.checkonchain.com/btconchain/unrealised/pctsupplyinprofit_sth/pctsupplyinprofit_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply in Profit and Loss,Long-Term Holder Percent Supply in Profit,https://charts.checkonchain.com/btconchain/unrealised/pctsupplyinprofit_lth/pctsupplyinprofit_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply in Profit and Loss,Supply in Profit or Loss,https://charts.checkonchain.com/btconchain/supply/breakdown_pnl/breakdown_pnl_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Distribution as of 2025-12-16 [URPD],https://charts.checkonchain.com/btconchain/urpd/urpd/urpd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Distribution by Cohort as of 2025-12-16 [URPD],https://charts.checkonchain.com/btconchain/urpd/urpd_cohort/urpd_cohort_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Between 01-Nov-2024 & 16-Dec-2025 [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_2024-11-01/urpd_diff_2024-11-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Between 01-Mar-2025 & 16-Dec-2025 [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_2025-03-01/urpd_diff_2025-03-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Over Last 30-days [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_30/urpd_diff_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Over Last 90-days [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_90/urpd_diff_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Over Last 180-days [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_180/urpd_diff_180_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD,Supply Change Over Last 365-days [URPD-diff],https://charts.checkonchain.com/btconchain/urpd/urpd_diff_365/urpd_diff_365_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,(Un)Realised URPD,Invested Wealth as of 2025-12-16 [URPD-R],https://charts.checkonchain.com/btconchain/urpd/urpd_realised/urpd_realised_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,(Un)Realised URPD,Invested Value by Cohort as of 2025-12-16 [URPD-R],https://charts.checkonchain.com/btconchain/urpd/urpd_realised_cohort/urpd_realised_cohort_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,(Un)Realised URPD,Unrealised Profit/Loss as of 2025-12-16 (Price at $86.0k) [URPD-U],https://charts.checkonchain.com/btconchain/urpd/urpd_unrealised/urpd_unrealised_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,(Un)Realised URPD,Unrealised Profit/Loss by Cohort as of 2025-12-16 [URPD-U],https://charts.checkonchain.com/btconchain/urpd/urpd_unrealised_cohort/urpd_unrealised_cohort_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,(Un)Realised URPD,Price and Onchain Value Profile,https://charts.checkonchain.com/btconchain/premium/price_urpd/price_urpd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Supply Distribution Heatmap,https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_supply/urpd_heatmap_supply_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Short-Term Holder Supply Distribution Heatmap,https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_supply_sth/urpd_heatmap_supply_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Long-Term Holder Supply Distribution Heatmap,https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_supply_lth/urpd_heatmap_supply_lth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Realised Value Distribution Heatmap,https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_realized_value/urpd_heatmap_realized_value_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Unrealised Value Distribution Heatmap,https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_unrealized_value/urpd_heatmap_unrealized_value_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Supply Delta Heatmap (7-day),https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_diff_7/urpd_heatmap_diff_7_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Supply Delta Heatmap (14-day),https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_diff_14/urpd_heatmap_diff_14_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Supply Delta Heatmap (30-day),https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_diff_30/urpd_heatmap_diff_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,URPD Heatmaps,Supply Delta Heatmap (90-day),https://charts.checkonchain.com/btconchain/premium/urpd_heatmap_diff_90/urpd_heatmap_diff_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seller Exhaustion Constant,Supply Seller Exhaustion Constants,https://charts.checkonchain.com/btconchain/unrealised/seller_exhaustion_constant_supply/seller_exhaustion_constant_supply_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Above Threshold,MVRV Consecutive Days,https://charts.checkonchain.com/btconchain/pricing/consecutivedays_mvrv/consecutivedays_mvrv_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Above Threshold,MVRV STH Consecutive Days,https://charts.checkonchain.com/btconchain/pricing/consecutivedays_mvrv_sth/consecutivedays_mvrv_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Above Threshold,SOPR Consecutive Days,https://charts.checkonchain.com/btconchain/pricing/consecutivedays_sopr/consecutivedays_sopr_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Consecutive Days Above Threshold,SOPR STH Consecutive Days,https://charts.checkonchain.com/btconchain/pricing/consecutivedays_sopr_sth/consecutivedays_sopr_sth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The Realised Cap,The Realised Cap,https://charts.checkonchain.com/btconchain/pricing/pricing_realisedcap/pricing_realisedcap_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The Realised Cap,The MVRV Ratio,https://charts.checkonchain.com/btconchain/unrealised/mvrv_all/mvrv_all_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The Realised Cap,Realised Cap Net Position Change (%),https://charts.checkonchain.com/btconchain/realised/rcapnetposchange/rcapnetposchange_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Net Realised Profit/Loss,Net Realised Profit/Loss [USD],https://charts.checkonchain.com/btconchain/realised/netrealisedpnl_usd/netrealisedpnl_usd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Net Realised Profit/Loss,Net Realised Profit/Loss [BTC],https://charts.checkonchain.com/btconchain/realised/netrealisedpnl_btc/netrealisedpnl_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Net Realised Profit/Loss,Net Realized Profit Ratio,https://charts.checkonchain.com/btconchain/realised/netrealisedpnl/netrealisedpnl_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Capital Rotation,Capital Rotation Net Position Change,https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_netposchange/capitalrotation_netposchange_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Liquidity Capital Change Ratios,Capital Flow Required per Unit Valuation Change,https://charts.checkonchain.com/btconchain/demand/capitaltovaluationratio/capitaltovaluationratio_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Liquidity Capital Change Ratios,Market Cap Change per Realised Dollar,https://charts.checkonchain.com/btconchain/demand/marketcapgainedperdollar/marketcapgainedperdollar_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Liquidity Capital Change Ratios,Realised Cap Liquidity Cycle,https://charts.checkonchain.com/btconchain/demand/rcapliquiditycycle/rcapliquiditycycle_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Estimating Demand and Multipler Effects,Realised Capital Multiplier Effect (365-day),https://charts.checkonchain.com/btconchain/demand/multipliereffect/multipliereffect_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Estimating Demand and Multipler Effects,Demand Inflow Estimates Since 2015-01-01,https://charts.checkonchain.com/btconchain/demand/inflowcomparison_2015-01-01/inflowcomparison_2015-01-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Estimating Demand and Multipler Effects,Demand Inflow Estimates Since 2020-03-12,https://charts.checkonchain.com/btconchain/demand/inflowcomparison_2020-03-12/inflowcomparison_2020-03-12_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Estimating Demand and Multipler Effects,Demand Inflow Estimates Since 2022-11-09,https://charts.checkonchain.com/btconchain/demand/inflowcomparison_2022-11-09/inflowcomparison_2022-11-09_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Estimating Demand and Multipler Effects,Demand Inflow Estimates Since 2024-01-01,https://charts.checkonchain.com/btconchain/demand/inflowcomparison_2024-01-01/inflowcomparison_2024-01-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Value Days Destroyed Multiple,Bitcoin Value Days Destroyed Multiple,https://charts.checkonchain.com/btconchain/lifespan/vddmultiple/vddmultiple_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Reserve Risk,Bitcoin Reserve Risk,https://charts.checkonchain.com/btconchain/lifespan/reserverisk/reserverisk_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Binary Coindays Destroyed,Binary Coin-days Destroyed,https://charts.checkonchain.com/btconchain/lifespan/binarycdd/binarycdd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Binary Coindays Destroyed,Binary Coin-days Destroyed Z-Score,https://charts.checkonchain.com/btconchain/lifespan/binarycdd_zscore/binarycdd_zscore_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Binary Coindays Destroyed,Short-Term Holder Binary Coin-days Destroyed Z-Score,https://charts.checkonchain.com/btconchain/lifespan/binarycdd_zscoresth/binarycdd_zscoresth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Binary Coindays Destroyed,Long-Term Holder Binary Coin-days Destroyed Z-Score,https://charts.checkonchain.com/btconchain/lifespan/binarycdd_zscorelth/binarycdd_zscorelth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays Destroyed,Bitcoin Coin-days Destroyed,https://charts.checkonchain.com/btconchain/lifespan/cdd/cdd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays Destroyed,Bitcoin Coin-days Destroyed 90-day Sum by Cohort,https://charts.checkonchain.com/btconchain/lifespan/cdd90_lthsth/cdd90_lthsth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays Destroyed,Bitcoin Coindays Destroyed (30-sum),https://charts.checkonchain.com/btconchain/lifespan/cdd_bycohort_0/cdd_bycohort_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays Destroyed,Bitcoin Coindays Destroyed (30-sum),https://charts.checkonchain.com/btconchain/lifespan/cdd_bycohort_1/cdd_bycohort_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays in Profit/Loss,Coindays in Profit/Loss,https://charts.checkonchain.com/btconchain/lifespan/coindays_pnl_0/coindays_pnl_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays in Profit/Loss,Relative Coindays in Profit/Loss,https://charts.checkonchain.com/btconchain/lifespan/coindays_pnl_1/coindays_pnl_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coindays in Profit/Loss,Average Coin Age in Profit/Loss,https://charts.checkonchain.com/btconchain/lifespan/coindays_avgage_pnl/coindays_avgage_pnl_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coinday NVT and RVT Ratio,Bitcoin Coinday NVT and RVT Ratio,https://charts.checkonchain.com/btconchain/lifespan/coinday_nvtrvt/coinday_nvtrvt_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coinday NVT and RVT Ratio,Bitcoin Short-Term Holder Coinday NVT and RVT Ratio,https://charts.checkonchain.com/btconchain/lifespan/coinday_nvtrvtsth/coinday_nvtrvtsth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coinday NVT and RVT Ratio,Bitcoin Long-Term Holder Coinday NVT and RVT Ratio,https://charts.checkonchain.com/btconchain/lifespan/coinday_nvtrvtlth/coinday_nvtrvtlth_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coinday NVT and RVT Ratio,Cointiume NVT and RVT Ratios,https://charts.checkonchain.com/btconchain/cointime/cointimenvtrvt/cointimenvtrvt_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Active Address Momentum,Bitcoin Active Address Momentum,https://charts.checkonchain.com/btconchain/adoption/actaddress_momentum/actaddress_momentum_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transaction Momentum,Bitcoin Transaction Count Momentum,https://charts.checkonchain.com/btconchain/adoption/txcount_momentum/txcount_momentum_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transfer Volume Momentum,Bitcoin Transfer Volume Momentum,https://charts.checkonchain.com/btconchain/adoption/transfervolume_momentum/transfervolume_momentum_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transfer Volume Momentum,Bitcoin Transfer Volume Momentum [USD],https://charts.checkonchain.com/btconchain/adoption/transfervolume_momentum_usd/transfervolume_momentum_usd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Coinday Value Destroyed Momentum,Bitcoin Coinday Value Destroyed Momentum,https://charts.checkonchain.com/btconchain/adoption/coinblockvaluedestroyed_momentum/coinblockvaluedestroyed_momentum_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Miner Fee Revenue,Total Fee Revenue and Average Fee Rates,https://charts.checkonchain.com/btconchain/adoption/feestotal_btc/feestotal_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Miner Fee Revenue,Total Fee Revenue and Average Fee Rates,https://charts.checkonchain.com/btconchain/adoption/feestotal_usd/feestotal_usd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transfer Volumes,Bitcoin Transfer Volume [BTC],https://charts.checkonchain.com/btconchain/adoption/transfer_volumes_btc/transfer_volumes_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Transfer Volumes,Bitcoin Transfer Volume [USD],https://charts.checkonchain.com/btconchain/adoption/transfer_volumes_usd/transfer_volumes_usd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Fee Revenue Ribbon,Fee Revenue Z-Score Ribbon,https://charts.checkonchain.com/btconchain/adoption/feerevenue_zscore/feerevenue_zscore_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Address Count by Cohort,Address Counts by Cohort,https://charts.checkonchain.com/btconchain/adoption/addresscounts/addresscounts_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,Supply Breakdown by Script Type,https://charts.checkonchain.com/btconchain/supply/supply_bytxtype/supply_bytxtype_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,Volume Breakdown by Script Type,https://charts.checkonchain.com/btconchain/supply/volume_bytxtype_0/volume_bytxtype_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,Volume Breakdown by Script Type,https://charts.checkonchain.com/btconchain/supply/volume_bytxtype_1/volume_bytxtype_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,Address Count by Script Type,https://charts.checkonchain.com/btconchain/supply/address_count_bytxtype_0/address_count_bytxtype_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,Address Count by Script Type,https://charts.checkonchain.com/btconchain/supply/address_count_bytxtype_1/address_count_bytxtype_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,UTXO Count by Script Type,https://charts.checkonchain.com/btconchain/supply/utxo_count_bytxtype_0/utxo_count_bytxtype_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Script Type Breakdowns,UTXO Count by Script Type,https://charts.checkonchain.com/btconchain/supply/utxo_count_bytxtype_1/utxo_count_bytxtype_1_light.html
